price,price_per_m2,page_url,description,title,subtitle,metro
103 775 783 ₽,1 022 724 ₽/м²,https://spb.cian.ru/sale/flat/323513959/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"В историческом центре с особой атмосферой Петроградской стороны представлена 3-х комнатная квартира на 8 этаже общей площадью 101.47 кв.м. В корпусе KLASSIK представлены уникальные квартиры для ценителей формата премиум. Пространство вокруг дома вариативно и открывает возможности для отдыха всей семьей на природе. В корпусе расположена зеленая гостиная - полуприватная зона на 2-4 человека с деревянными креслами и диваном, а также детская площадка, интегрированная в сосны. Мультиформатный AVANT соединил вайб Петроградской стороны, индустриальный колорит и уникальную историю локации, органическую архитектуру и множество форматов жилой, коммерческой, сервисной, развлекательной и социальной инфраструктуры, сократив высоту и объем застройки в пользу природных зон, променадов и частного парка. Элитный жилой комплекс располагается в окружении самых престижных заведений и ключевых транспортных артерий Петербурга. AVANT придется по душе тому, кто имеет внутреннюю силу и свободу от стереотипов. Главным общественным пространством и инфраструктурной артерией квартала станет пешеходный променад протяженностью 200 метров для отдыха в привычном для каждого формате. Здесь кафе, рестораны и бутики, фитнес-центр и детские площадки чередуются с уединенными зонами отдыха, окруженными зеленью. Уникальные форматы жилья созданы на основе конструктивных особенностей исторического здания фабрики. Особенности классического лофта задают вариативность форматов: - Индустриальный шик с толщиной стен до 1 метра; - Панорамные окна; - Многоуровневые пространства; - Воздушные антресольные этажи. Такого в Петербурге еще нет. В новом проекте ААG на Пионерской новые смыслы, новые возможности, смелые решения. AVANТ - вaша вcеленная Livе Wоrk Рlay Lеarn для жизни, отдыха и paбoты. - Семейная ипотека 4,3% на весь период кредитования - Траншевая ипотека с платежом 2013 рублей в месяц до ввода в эксплуатацию - Программы рассрочки 0% без удорожания стоимости квартиры - Эксклюзивная опция - отделка WHITE BOX.","3-комн. квартира, 101,47 м², 8/9 этаж",Сдача корпуса 2 кв. 2027,Чкаловская8 минут пешком
134 652 000 ₽,1 050 000 ₽/м²,https://spb.cian.ru/sale/flat/323946344/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Клубный дом находится в восточной части Крестовского острова, где расположены преимущественно фешенебельные дома, что обеспечивает высокий статус окружения. Дом построен по проекту архитектурного бюро DBA в неоклассическом стиле. Фасады дома выполнены из светлого натурального камня и архитектурного бетона, с декоративными металлическими элементами. Свободные планировки квартир большой площади с панорамными окнами и французскими балконами  идеальное пространство для воплощения самых смелых дизайнерских решений 
Проект объединяет 58 президенций: квартиры и апартаменты площадью 130 - 292 кв. м,. таун-виллы с отдельным входом и собственным зеленым патио, пентхаусы с террасами 160 - 500 кв. м. Высота потолков помещений варьируется 3,15 - 3,3 м. В комплексе предусмотрен двухуровневый паркинг на 102 машино-места, оборудованный зарядками для электромобилей, а также 17 келлеров площадью 3- 35 кв. м. Территория благоустроена и закрыта от посторонних, работает круглосуточное видеонаблюдение и система контроля доступа. В домах установлена IP-домофония с возможностью удаленного видеоконтроля. Резидентам доступны спа-зона, бассейн, хамам, финская сауна, гидромассаж, фитнес-зал, а также круглосуточный консьерж-сервис. В радиусе 2 км доступны детские сады, школы, медицинские учреждения, кафе, рестораны, магазины, спортивные клубы, яхт-клуб, Елагин остров, Приморский парк Победы и Диво-остров. Газпром Арена находится в 3 км. За 10 минут транспортом можно выехать на ЗСД, а дорога до центра Санкт-Петербурга занимает около 25 минут.","2-комн. квартира, 128,24 м², 4/6 этаж",Секция 4 • Сдача корпуса 2 кв. 2026,Крестовский остров10 минут пешком
35 538 550 ₽,726 166 ₽/м²,https://spb.cian.ru/sale/flat/323514081/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"В историческом центре с особой атмосферой Петроградской стороны представлена 1 комнатная квартира на 3 этаже общей площадью 48.94 кв.м. В корпусе KLASSIK представлены уникальные квартиры для ценителей формата премиум. Пространство вокруг дома вариативно и открывает возможности для отдыха всей семьей на природе. В корпусе расположена зеленая гостиная - полуприватная зона на 2-4 человека с деревянными креслами и диваном, а также детская площадка, интегрированная в сосны. Мультиформатный AVANT соединил вайб Петроградской стороны, индустриальный колорит и уникальную историю локации, органическую архитектуру и множество форматов жилой, коммерческой, сервисной, развлекательной и социальной инфраструктуры, сократив высоту и объем застройки в пользу природных зон, променадов и частного парка. Элитный жилой комплекс располагается в окружении самых престижных заведений и ключевых транспортных артерий Петербурга. AVANT придется по душе тому, кто имеет внутреннюю силу и свободу от стереотипов. Главным общественным пространством и инфраструктурной артерией квартала станет пешеходный променад протяженностью 200 метров для отдыха в привычном для каждого формате. Здесь кафе, рестораны и бутики, фитнес-центр и детские площадки чередуются с уединенными зонами отдыха, окруженными зеленью. Уникальные форматы жилья созданы на основе конструктивных особенностей исторического здания фабрики. Особенности классического лофта задают вариативность форматов: - Индустриальный шик с толщиной стен до 1 метра; - Панорамные окна; - Многоуровневые пространства; - Воздушные антресольные этажи. Такого в Петербурге еще нет. В новом проекте ААG на Пионерской новые смыслы, новые возможности, смелые решения. AVANТ - вaша вcеленная Livе Wоrk Рlay Lеarn для жизни, отдыха и paбoты. - Семейная ипотека 4,3% на весь период кредитования - Траншевая ипотека с платежом 2013 рублей в месяц до ввода в эксплуатацию - Программы рассрочки 0% без удорожания стоимости квартиры - Эксклюзивная опция - отделка WHITE BOX.","1-комн. квартира, 48,94 м², 3/9 этаж",Сдача корпуса 2 кв. 2027,Чкаловская8 минут пешком
41 980 400 ₽,812 000 ₽/м²,https://spb.cian.ru/sale/flat/319484045/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Остров первых  новый премиальный квартал в центре Петербурга, на Матисовом острове. 
  
Всего в нескольких минутах находятся легендарная Новая Голландия, величественный Мариинский театр и вся культурная палитра Петербурга. 
  
Архитектура, разработанная Евгением Подгорновым и его студией INTERCOLUMNIUM, отражает характер города. Фасады облицованы кирпичом терракотового и серого оттенков. Все материалы отвечают высокому качеству строительства. 
  
Компания Fizika Development бережно восстановит исторический объект, воплощающий величие императорской России. Краснокирпичное производственное здание с водонапорной башней завода шотландского инженера Чарльза Берда станет лицом клубного квартала ""Остров первых"" и новой точкой притяжения для горожан. Приватная территория, сочетающая камерную атмосферу и комфорт, была создана ведущими урбанистами города. Проектом предусмотрен одноуровневый подземный паркинг под жилыми корпусами и дворовым пространством, а также гостевые парковочные места по периметру квартала. 
  
Особое внимание уделено безопасности: закрытые дворы, охраняемая территория, круглосуточное видеонаблюдение и контроль доступа 24/7. В премиальном квартале ""Остров первых"" представлены уникальные планировочные решения: от уютных студий до просторных трехкомнатных квартир с потолками до 5,1 метров.","2-комн. квартира, 51,7 м², 3/10 этаж",Секция 1 • Сдача корпуса 3 кв. 2028,Площадь Восстания5 минут на транспорте
24 144 000 ₽,400 000 ₽/м²,https://spb.cian.ru/sale/flat/305427105/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,,"2-комн. квартира, 60,36 м², 2/4 этаж",Секция 3 • Сдача корпуса 2 кв. 2026,Зеленогорск14 минут пешком
75 874 600 ₽,779 000 ₽/м²,https://spb.cian.ru/sale/flat/323594659/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Остров первых  новый премиальный квартал в центре Петербурга, на Матисовом острове. 
  
Всего в нескольких минутах находятся легендарная Новая Голландия, величественный Мариинский театр и вся культурная палитра Петербурга. 
  
Архитектура, разработанная Евгением Подгорновым и его студией INTERCOLUMNIUM, отражает характер города. Фасады облицованы кирпичом терракотового и серого оттенков. Все материалы отвечают высокому качеству строительства. 
  
Компания Fizika Development бережно восстановит исторический объект, воплощающий величие императорской России. Краснокирпичное производственное здание с водонапорной башней завода шотландского инженера Чарльза Берда станет лицом клубного квартала ""Остров первых"" и новой точкой притяжения для горожан. Приватная территория, сочетающая камерную атмосферу и комфорт, была создана ведущими урбанистами города. Проектом предусмотрен одноуровневый подземный паркинг под жилыми корпусами и дворовым пространством, а также гостевые парковочные места по периметру квартала. 
  
Особое внимание уделено безопасности: закрытые дворы, охраняемая территория, круглосуточное видеонаблюдение и контроль доступа 24/7. В премиальном квартале ""Остров первых"" представлены уникальные планировочные решения: от уютных студий до просторных трехкомнатных квартир с потолками до 5,1 метров.","3-комн. квартира, 97,4 м², 4/9 этаж",Секция 3 • Сдача корпуса 3 кв. 2028,Площадь Восстания4 минуты на транспорте
35 226 000 ₽,380 000 ₽/м²,https://spb.cian.ru/sale/flat/309206937/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Просторная трехкомнатная квартира - Family- формат, в которой продумана каждая деталь для проживания семьи.
Особенности лота:

панорамные окна
вид на лес
гардеробная
большая кухня-гостиная
мастер-спальня
санузел с окном
постирочная
потолки 3 м
отделка White Box

ИНДИВИДУАЛЬНЫЕ УСЛОВИЯ РАССРОЧКИ! ВЫГОДНАЯ ЦЕНА ПРИ 100% ОПЛАТЕ!
Загородная жизнь с городским комфортом!
Малоэтажный ЖК и небольшое количество квартир на этажах создают атмосферу приватной резиденции.
В ЖК бизнес-класса Ranta Residence нет студий: все квартиры имеют площадь от 36 м² до 99 м².
Прописка Санкт-Петербург.
БЛАГОУСТРОЙСТВО
Закрытая охраняемая территория, современный ландшафтный дизайн от студии L.Buro, натуральные материалы в обустройстве, а также резидентам ЖК будут доступны:

теннисный корт на крыше паркинга;
коворкинг под открытым небом;
финский павильон с живым очагом и шезлонгами;
павильон с барбекю;
гамаки, скамейки и лежаки;
спортивные и детские площадки;
три прогулочные аллеи,
амфитеатр;
водный арт-объект;
сад скульптур и пряных трав.

ИНФРАСТРУКТУРА
Мы создаём атмосферу закрытого клуба и интересного комьюнити, только для резидентов ЖК будут доступны:

Бэби-клуб с детской комнатой и заботливой няней;
Спортивный зал с тренажерами;
Зал для йоги и стретчинга;
Коворкинг;
Кофейня;
Собственный детский сад и начальная школа.

В пешей доступности расположены:

ТЦ Курортный
Продуктовые магазины Перекресток и Пятерочка
Аптека
Кафе быстрого питания
4 школы и 3 детских сада
Взрослая и детская поликлиники
Рестораны и парки.

ЛОКАЦИЯ
ЖК бизнес-класса Ranta Residence расположен в экологически чистом Курортном районе Санкт-Петербурга, занимает участок площадью 5,4 Га по адресу: г. Санкт-Петербург, г. Зеленогорск, ул. Кривоносовская 57Д.
ЖК Ranta Residence граничит с лесным массивом, также поблизости находятся:

Государственный природный заказник ""Озеро Щучье"";
Золотой пляж;
Комаровский берег;
Зеленогорский парк культуры и отдыха;
Горнолыжный курорт Пухтолова гора всего в 15 минутах на автомобиле .

Съезда на ЗСД находится в 18 км, до ближайшей станции метро Беговая путь на автомобиле займет в среднем 50 минут, а до центра Санкт-Петербурга путь составит в среднем 60 минут.
От ЖК Ranta Residence до центра Санкт-Петербурга около 60 км (по Зеленогорскому или Приморскому шоссе — они идут параллельно).
До ""Лахта-центра"" 45 км и 45 минут в пути.
В 15 минутах от ЖК на Вокзале Зеленогорск можно сесть на Ласточку, которая за 55 минут доезжает до Финляндского вокзала, там же есть автобусная остановка, от которой можно доехать к станциям метро Беговая и Черная речка"" - этот путь займёт около 1,5 часа.
Хотите узнать подробности? Звоните в Отдел продаж, наши специалисты ответят на все интересующие вас вопросы!
#Зеленогорск, #Курортный район, просторная планировка, #малоэтажный, закрытый охраняемый двор, #бизнес-класс, панорамные окна, потолки 3 метра.","3-комн. квартира, 92,7 м², 2/4 этаж",Секция 1 • Сдача корпуса 2 кв. 2026,Зеленогорск14 минут пешком
150 535 000 ₽,1 100 000 ₽/м²,https://spb.cian.ru/sale/flat/323946360/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Клубный дом находится в восточной части Крестовского острова, где расположены преимущественно фешенебельные дома, что обеспечивает высокий статус окружения. Дом построен по проекту архитектурного бюро DBA в неоклассическом стиле. Фасады дома выполнены из светлого натурального камня и архитектурного бетона, с декоративными металлическими элементами. Свободные планировки квартир большой площади с панорамными окнами и французскими балконами  идеальное пространство для воплощения самых смелых дизайнерских решений 
Проект объединяет 58 президенций: квартиры и апартаменты площадью 130 - 292 кв. м,. таун-виллы с отдельным входом и собственным зеленым патио, пентхаусы с террасами 160 - 500 кв. м. Высота потолков помещений варьируется 3,15 - 3,3 м. В комплексе предусмотрен двухуровневый паркинг на 102 машино-места, оборудованный зарядками для электромобилей, а также 17 келлеров площадью 3- 35 кв. м. Территория благоустроена и закрыта от посторонних, работает круглосуточное видеонаблюдение и система контроля доступа. В домах установлена IP-домофония с возможностью удаленного видеоконтроля. Резидентам доступны спа-зона, бассейн, хамам, финская сауна, гидромассаж, фитнес-зал, а также круглосуточный консьерж-сервис. В радиусе 2 км доступны детские сады, школы, медицинские учреждения, кафе, рестораны, магазины, спортивные клубы, яхт-клуб, Елагин остров, Приморский парк Победы и Диво-остров. Газпром Арена находится в 3 км. За 10 минут транспортом можно выехать на ЗСД, а дорога до центра Санкт-Петербурга занимает около 25 минут.","2-комн. квартира, 136,85 м², 1/6 этаж",Секция 4 • Сдача корпуса 2 кв. 2026,Крестовский остров10 минут пешком
18 730 509 ₽,333 580 ₽/м²,https://spb.cian.ru/sale/flat/318128945/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Стоимость квартиры указана со скидкой 20%. Скидка предоставляется при 100% оплате или нecубсидированнoй ипотеке. Возможно повышение скидки до 23%, подробности уточняйте у менеджера по телефону. 

Прeдлaгaeтcя кваpтиpa площaдью 56.15 кв.м в корпусе 2 жилого комплекса ""Кpoнфорт. Центрaльный"" в Caнкт-Пeтербуpгe (Kpoнштадт). Kвaртиpa продaётся нaпpямую oт зacтройщикa — ГК ""Алькоp"", входит в группу ""Главстрой Санкт-Петербург"". Возможна покупка с использованием льготных и специальных ипотечных программ с государственной поддержкой.  

 ""Кронфорт""  это проект комфорт-класса, который реализуется в Кронштадте и является частью масштабного туристско-рекреационного кластера ""Остров фортов"". Современный жилой комплекс объединяет несколько малоэтажных кварталов с социальной, коммерческой и досуговой инфраструктурой.  

Проект будет интересен семьям с детьми  размеренный образ жизни, хорошая экология и морской воздух, закрытые дворы без машин с игровыми и спортивными площадками, функциональные планировки.  

Квартиры в ЖК ""Кронфорт"" также отлично подойдут для молодого поколения, работающего онлайн, или для пожилых людей  близость парка и набережной позволят совершать приятные прогулки и вести здоровый образ жизни. Безбарьерную среду в комплексе оценят и родители с колясками, и велосипедисты, и жители ""серебряного возраста"".  

Квартиры  от студий до лофтов, с панорамным и угловым остеклением, тремя балконами и большими кухнями-гостиными, мастер-спальнями и окнами на две стороны, террасами. Метраж варьируется от 24 до 106 кв. м. Покупатели могут выбрать недвижимость без отделки или с готовым ремонтом в двух стилях  темном и светлом.  

Транспортная доступность: 

Жилой квартал ""Кронфорт. Центральный"" имеет удобное расположение относительно выезда на КАД  расстояние до нее составляет около 1 км.  
 - 2 минуты пешком до автобусной остановки ""Лицей""  
 - 30 минут на автомобиле до ""Лахта-центра""  
 - 50 минут на автомобиле до аэропорта ""Пулково""  
 - 60 минут на автомобиле до ""Московского вокзала""  

В период навигации можно прокатиться до ""Эрмитажа"", Адмиралтейства и Сенатской площади на скоростных катамаранах. 

Инфраструктура: 

Напротив ЖК ""Кронфорт. Центральный"" открыт инженерный лицей. Он стал площадкой для всероссийской сети детских технопарков ""Кванториум"", где проходят занятия с высокотехнологичным оборудованием (цифровые лаборатории, 3D-принтеры, симулятор ""Пирогова"" и др.) для изучения передовых технологий. Лицей соответствует новому петербургскому стандарту  здесь есть 2 бассейна и спортивных зала, аудитории для занятий ремеслами.   

Также в ""Кронфорт. Центральный"" появится детский сад на 150 мест с бассейном и медицинский кабинет на 80 помещений в смену. 

Преимущества ЖК ""Кронфорт"":  

 
 - Малоэтажный жилой комплекс с авторской архитектурой, разработанной с участием компании Chapman Taylor и петербургского бюро ""Проектная культура"", 
 - Подземный паркинг и кладовые для удобства жильцов,  
 - Более 100 видов планировочных решений,  
 - Высота потолко","2-комн. квартира, 56,15 м², 3/4 этаж",Секция 6 • Сдача корпуса 4 кв. 2026,Бронка17 минут на транспорте
40 146 400 ₽,856 000 ₽/м²,https://spb.cian.ru/sale/flat/309818427/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Остров первых  новый премиальный квартал в центре Петербурга, на Матисовом острове. 
  
Всего в нескольких минутах находятся легендарная Новая Голландия, величественный Мариинский театр и вся культурная палитра Петербурга. 
  
Архитектура, разработанная Евгением Подгорновым и его студией INTERCOLUMNIUM, отражает характер города. Фасады облицованы кирпичом терракотового и серого оттенков. Все материалы отвечают высокому качеству строительства. 
  
Компания Fizika Development бережно восстановит исторический объект, воплощающий величие императорской России. Краснокирпичное производственное здание с водонапорной башней завода шотландского инженера Чарльза Берда станет лицом клубного квартала ""Остров первых"" и новой точкой притяжения для горожан. Приватная территория, сочетающая камерную атмосферу и комфорт, была создана ведущими урбанистами города. Проектом предусмотрен одноуровневый подземный паркинг под жилыми корпусами и дворовым пространством, а также гостевые парковочные места по периметру квартала. 
  
Особое внимание уделено безопасности: закрытые дворы, охраняемая территория, круглосуточное видеонаблюдение и контроль доступа 24/7. В премиальном квартале ""Остров первых"" представлены уникальные планировочные решения: от уютных студий до просторных трехкомнатных квартир с потолками до 5,1 метров.","1-комн. квартира, 46,9 м², 6/10 этаж",Секция 1 • Сдача корпуса 3 кв. 2028,Площадь Восстания5 минут на транспорте
10 451 204 ₽,264 587 ₽/м²,https://spb.cian.ru/sale/flat/314345325/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Стоимость квартиры указана со скидкой 20%. Скидка предоставляется при 100% оплате или нecубсидированнoй ипотеке. Возможно повышение скидки до 23%, подробности уточняйте у менеджера по телефону. 

Прeдлaгaeтcя кваpтиpa площaдью 39.5 кв.м в корпусе 2 жилого комплекса ""Кpoнфорт. Центрaльный"" в Caнкт-Пeтербуpгe (Kpoнштадт). Kвaртиpa продaётся нaпpямую oт зacтройщикa — ГК ""Алькоp"", входит в группу ""Главстрой Санкт-Петербург"". Возможна покупка с использованием льготных и специальных ипотечных программ с государственной поддержкой.  

 ""Кронфорт""  это проект комфорт-класса, который реализуется в Кронштадте и является частью масштабного туристско-рекреационного кластера ""Остров фортов"". Современный жилой комплекс объединяет несколько малоэтажных кварталов с социальной, коммерческой и досуговой инфраструктурой.  

Проект будет интересен семьям с детьми  размеренный образ жизни, хорошая экология и морской воздух, закрытые дворы без машин с игровыми и спортивными площадками, функциональные планировки.  

Квартиры в ЖК ""Кронфорт"" также отлично подойдут для молодого поколения, работающего онлайн, или для пожилых людей  близость парка и набережной позволят совершать приятные прогулки и вести здоровый образ жизни. Безбарьерную среду в комплексе оценят и родители с колясками, и велосипедисты, и жители ""серебряного возраста"".  

Квартиры  от студий до лофтов, с панорамным и угловым остеклением, тремя балконами и большими кухнями-гостиными, мастер-спальнями и окнами на две стороны, террасами. Метраж варьируется от 24 до 106 кв. м. Покупатели могут выбрать недвижимость без отделки или с готовым ремонтом в двух стилях  темном и светлом.  

Транспортная доступность: 

Жилой квартал ""Кронфорт. Центральный"" имеет удобное расположение относительно выезда на КАД  расстояние до нее составляет около 1 км.  
 - 2 минуты пешком до автобусной остановки ""Лицей""  
 - 30 минут на автомобиле до ""Лахта-центра""  
 - 50 минут на автомобиле до аэропорта ""Пулково""  
 - 60 минут на автомобиле до ""Московского вокзала""  

В период навигации можно прокатиться до ""Эрмитажа"", Адмиралтейства и Сенатской площади на скоростных катамаранах. 

Инфраструктура: 

Напротив ЖК ""Кронфорт. Центральный"" открыт инженерный лицей. Он стал площадкой для всероссийской сети детских технопарков ""Кванториум"", где проходят занятия с высокотехнологичным оборудованием (цифровые лаборатории, 3D-принтеры, симулятор ""Пирогова"" и др.) для изучения передовых технологий. Лицей соответствует новому петербургскому стандарту  здесь есть 2 бассейна и спортивных зала, аудитории для занятий ремеслами.   

Также в ""Кронфорт. Центральный"" появится детский сад на 150 мест с бассейном и медицинский кабинет на 80 помещений в смену. 

Преимущества ЖК ""Кронфорт"":  

 
 - Малоэтажный жилой комплекс с авторской архитектурой, разработанной с участием компании Chapman Taylor и петербургского бюро ""Проектная культура"", 
 - Подземный паркинг и кладовые для удобства жильцов,  
 - Более 100 видов планировочных решений,  
 - Высота потолков","1-комн. квартира, 39,5 м², 2/4 этаж",Секция 4 • Сдача корпуса 4 кв. 2026,Бронка17 минут на транспорте
39 174 430 ₽,846 100 ₽/м²,https://spb.cian.ru/sale/flat/322363545/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Остров первых  новый премиальный квартал в центре Петербурга, на Матисовом острове. 
  
Всего в нескольких минутах находятся легендарная Новая Голландия, величественный Мариинский театр и вся культурная палитра Петербурга. 
  
Архитектура, разработанная Евгением Подгорновым и его студией INTERCOLUMNIUM, отражает характер города. Фасады облицованы кирпичом терракотового и серого оттенков. Все материалы отвечают высокому качеству строительства. 
  
Компания Fizika Development бережно восстановит исторический объект, воплощающий величие императорской России. Краснокирпичное производственное здание с водонапорной башней завода шотландского инженера Чарльза Берда станет лицом клубного квартала ""Остров первых"" и новой точкой притяжения для горожан. Приватная территория, сочетающая камерную атмосферу и комфорт, была создана ведущими урбанистами города. Проектом предусмотрен одноуровневый подземный паркинг под жилыми корпусами и дворовым пространством, а также гостевые парковочные места по периметру квартала. 
  
Особое внимание уделено безопасности: закрытые дворы, охраняемая территория, круглосуточное видеонаблюдение и контроль доступа 24/7. В премиальном квартале ""Остров первых"" представлены уникальные планировочные решения: от уютных студий до просторных трехкомнатных квартир с потолками до 5,1 метров.","1-комн. квартира, 46,3 м², 5/10 этаж",Секция 4 • Сдача корпуса 3 кв. 2028,Площадь Восстания5 минут на транспорте
10 235 069 ₽,267 374 ₽/м²,https://spb.cian.ru/sale/flat/321998050/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Стоимость квартиры указана со скидкой 20%. Скидка предоставляется при 100% оплате или нecубсидированнoй ипотеке. Возможно повышение скидки до 23%, подробности уточняйте у менеджера по телефону. 

Прeдлaгaeтcя кваpтиpa площaдью 38.28 кв.м в корпусе 3 жилого комплекса ""Кpoнфорт. Центрaльный"" в Caнкт-Пeтербуpгe (Kpoнштадт). Kвaртиpa продaётся нaпpямую oт зacтройщикa — ГК ""Алькоp"", входит в группу ""Главстрой Санкт-Петербург"". Возможна покупка с использованием льготных и специальных ипотечных программ с государственной поддержкой.  

 ""Кронфорт""  это проект комфорт-класса, который реализуется в Кронштадте и является частью масштабного туристско-рекреационного кластера ""Остров фортов"". Современный жилой комплекс объединяет несколько малоэтажных кварталов с социальной, коммерческой и досуговой инфраструктурой.  

Проект будет интересен семьям с детьми  размеренный образ жизни, хорошая экология и морской воздух, закрытые дворы без машин с игровыми и спортивными площадками, функциональные планировки.  

Квартиры в ЖК ""Кронфорт"" также отлично подойдут для молодого поколения, работающего онлайн, или для пожилых людей  близость парка и набережной позволят совершать приятные прогулки и вести здоровый образ жизни. Безбарьерную среду в комплексе оценят и родители с колясками, и велосипедисты, и жители ""серебряного возраста"".  

Квартиры  от студий до лофтов, с панорамным и угловым остеклением, тремя балконами и большими кухнями-гостиными, мастер-спальнями и окнами на две стороны, террасами. Метраж варьируется от 24 до 106 кв. м. Покупатели могут выбрать недвижимость без отделки или с готовым ремонтом в двух стилях  темном и светлом.  

Транспортная доступность: 

Жилой квартал ""Кронфорт. Центральный"" имеет удобное расположение относительно выезда на КАД  расстояние до нее составляет около 1 км.  
 - 2 минуты пешком до автобусной остановки ""Лицей""  
 - 30 минут на автомобиле до ""Лахта-центра""  
 - 50 минут на автомобиле до аэропорта ""Пулково""  
 - 60 минут на автомобиле до ""Московского вокзала""  

В период навигации можно прокатиться до ""Эрмитажа"", Адмиралтейства и Сенатской площади на скоростных катамаранах. 

Инфраструктура: 

Напротив ЖК ""Кронфорт. Центральный"" открыт инженерный лицей. Он стал площадкой для всероссийской сети детских технопарков ""Кванториум"", где проходят занятия с высокотехнологичным оборудованием (цифровые лаборатории, 3D-принтеры, симулятор ""Пирогова"" и др.) для изучения передовых технологий. Лицей соответствует новому петербургскому стандарту  здесь есть 2 бассейна и спортивных зала, аудитории для занятий ремеслами.   

Также в ""Кронфорт. Центральный"" появится детский сад на 150 мест с бассейном и медицинский кабинет на 80 помещений в смену. 

Преимущества ЖК ""Кронфорт"":  

 
 - Малоэтажный жилой комплекс с авторской архитектурой, разработанной с участием компании Chapman Taylor и петербургского бюро ""Проектная культура"", 
 - Подземный паркинг и кладовые для удобства жильцов,  
 - Более 100 видов планировочных решений,  
 - Высота потолко","1-комн. квартира, 38,28 м², 1/4 этаж",Секция 8 • Сдача корпуса 4 кв. 2026,Бронка17 минут на транспорте
