Unnamed: 0,price,price_per_m2,residential_complex,floor_current,floor_total,hc_class,description,views,min_metro,online_booking,height,total_area,living_area,rooms,available,ready,is_city,popular_developer,elevators,court,entrance,parking,parks,answer
441,8151660,358000,ЖК «Цивилизация на Неве»,2,13,Бизнес,"Продаётся студия в ЖК ""Цивилизация на Неве"" на 2 этаже. Общая площадь составляет 22.77 кв. м. Квартира с white box отделкой. Жилой комплекс ""Цивилизация на Неве"" располагается по адресу Санкт-Петербург, Невский.
                
""Цивилизация на Неве"" - видовые дома бизнес-класса, расположенные вдоль набережной Невы, всего в 7 км от исторического центра. Жилой комплекс идеально выражает особый дух, свойственный знаменитым просторным кварталам постройки сталинской эпохи в Москве и на Московском проспекте в Петербурге. 

Расположение:
• 15 мин на авто до Невского проспекта;
• 15 мин на авто до Московского вокзала;
• 5 мин на авто до станции метро ""Улица Дыбенко"";
• 14 мин (7 км) до КАД.

Уникальный дизайн входных зон, закрытая территория, видеонаблюдение и охрана, подземный паркинг с лифтом и другие особенности проекта отвечают заявленному классу. В каждом дворе предусмотрено озеленение по индивидуальному ландшафтному проекту с благородными растениями и кустарниками. 

Преимущества:
• Закрытая территория с видеонаблюдением;
• Подземный паркинг с лифтом;
• Детская площадка на приватной безопасной территории;
• Несколько детских садов и школ;
• Инфраструктура шаговой доступности на первых этажах корпусов.

Успейте приобрести квартиру на выгодных условиях! 
Чтобы узнать подробности, обращайтесь за консультацией по телефону.",6.0,7.0,True,2.97,22.77,9.8,0.0,False,False,True,True,2.0,True,True,True,True,4
442,8218070,317300,ЖК «Октябрьская набережная»,25,25,Комфорт,"Продается студия в ЖК ""Октябрьская набережная"" на 25 этаже. Общая площадь составляет 25.90 кв. м. Квартира с чистовой отделкой . Жилой комплекс ""Октябрьская набережная"" располагается по адресу Санкт-Петербург, Невский.

Октябрьская набережная - жилой комплекс на берегу Невы, который отличается живописными видами и удобным местоположением: в окрестностях ЖК есть всё необходимое для комфортной жизни.

Расположение:
• 2 минуты пешком до набережной Невы; 
• 7 минут до станции метро ""Улица Дыбенко"" на автомобиле; 
• 8 минут до Большого Обуховского моста на автомобиле; 
• 15 минут до ТРК ""Лондон Молл"" на автомобиле.

Будущие жильцы могут обустроить квартиру по своему вкусу: предлагается 2 вида отделки - уютный темный ""Comfort Wood"" и легкий светлый ""Comfort Stone"". Отделка выполняется из качественных материалов: прочный ламинат с фактурой светлого дерева или белого камня, светлые обои под покраску, лаконичные межкомнатные двери.

Вход в парадные расположен на уровне земли и создает доступную среду для пожилых людей, людей с ограниченными возможностями и мам с колясками. На цокольном этаже находятся кладовые, которые позволят освободить пространство квартиры от лишних вещей. Во всех парадных расположены колясочные, рядом с ними - велопарковки.

На территории комплекса есть всё для любителей активного отдыха: спортивные площадки, уличные тренажеры, велодорожки, места для игры в баскетбол и волейбол. Спортсмены могут насладиться живописными видами во время пробежки вдоль набережной.

В зелёных и облагороженных дворах есть всё и для семей с детьми: тематические площадки, детский сад и даже школа. Комфортная среда для питомцев - еще одно преимущество ""Октябрьской набережной"": рядом с домами находится площадка для выгула собак.

Для удобства автомобилистов на территории комплекса устроены крытые паркинги с безопасными охраняемыми выездами и большим количеством машино-мест. В пешей доступности расположены супермаркеты, кафе, парикмахерские, отделения банков.

Преимущества: 
• Первая береговая линия 
• Двор без машин
• Доступная среда 
• Развитая инфраструктура
• Школа и детский сад во дворе
• Близость к метро

Успейте приобрести квартиру на выгодных условиях! Чтобы узнать подробности, обращайтесь за консультацией по телефону.",190.0,6.0,True,2.55,25.9,14.1,0.0,False,True,True,True,2.0,True,True,True,True,0
443,8222716,231105,ЖК «Любоград»,1,4,Комфорт,"""Любоград"" — уютный малоэтажный квартал комфорт-класса, состоящий из домов высотой всего 4 этажа. Жизнь здесь будет размеренной и спокойной, а все соседи будут знать друг друга. В ЖК ""Любоград"" предусмотрена вся инфраструктура для полноценной и интересной жизни: два детских сада, школа, поликлиника, спортивный комплекс. На первых этажах домов откроются магазины и кафе.
""Любоград"" располагается в уникальном месте Петербурга: в Стрельне, в историческом Петродворцовом районе, который славится роскошными дворцами и парками. Здесь уже есть вся социальная и торгово-сервисная инфраструктура, необходимая для комфортной жизни. Хорошую транспортную доступность обеспечивает близость развязки КАД и Санкт-Петербургского шоссе. Добраться до ближайшего метро можно на маршрутке или трамвае.",11.0,15.0,True,2.77,35.58,13.0,1.0,False,True,False,True,7.0,True,False,False,False,3
444,8159564,231477,ЖК «Любоград»,1,4,Комфорт,"""Любоград"" — уютный малоэтажный квартал комфорт-класса, состоящий из домов высотой всего 4 этажа. Жизнь здесь будет размеренной и спокойной, а все соседи будут знать друг друга. В ЖК ""Любоград"" предусмотрена вся инфраструктура для полноценной и интересной жизни: два детских сада, школа, поликлиника, спортивный комплекс. На первых этажах домов откроются магазины и кафе.
""Любоград"" располагается в уникальном месте Петербурга: в Стрельне, в историческом Петродворцовом районе, который славится роскошными дворцами и парками. Здесь уже есть вся социальная и торгово-сервисная инфраструктура, необходимая для комфортной жизни. Хорошую транспортную доступность обеспечивает близость развязки КАД и Санкт-Петербургского шоссе. Добраться до ближайшего метро можно на маршрутке или трамвае.",8.0,15.0,True,2.77,35.25,12.0,1.0,False,True,False,True,7.0,True,False,False,False,3
445,8211347,235755,ЖК «ЮгТаун. Олимпийские кварталы»,2,5,Комфорт,"""ЮгТаун"" — это малоэтажный проект, состоящий из домов высотой всего 5 этажей. Все дворы закрыты от машин и посторонних, а территория находится под видеонаблюдением. Это обеспечит жителям олимпийских кварталов безопасность. Любимым местом для встреч и прогулок станет собственный парк ""Олимпийские надежды"", оформленный в античной тематике.",26.0,20.0,True,,34.83,14.6,1.0,False,True,False,True,,True,False,False,False,3
446,8196807,331855,ЖК «FoRest Аквилон (Форест Аквилон)»,1,13,Комфорт,"Продаётся студия в сданном доме (Дом 87к1 - Корпус 1В), срок сдачи: III-кв. 2023, общей площадью 24.7 кв.м., на 1 этаже. ЖК ""FoRest Аквилон"" воплощает высокие стандарты строительства, соединяя инновационные технологии с принципами ""зеленой"" урбанистики. Гармоничный союз цивилизации и природы, уникальность локации и высокий профессионализм команды проекта - источник его преимуществ. 
Инфраструктура ""FoRest Аквилон"" бережно интегрирована с Юнтоловским лесопарком - уникальным оазисом нетронутой природы и великолепным местом для прогулок. Зеленые ""клинья"" заповедника проникают во внутренние закрытые дворы комплекса вместе с пением птиц и ароматами леса, даря ощущение жизни за городом. Развитая среда современного микрорайона и его отличная транспортная доступность обеспечивают все преимущества городского комфорта. 
Проект разработан студией Ретро и Архитектурной мастерской М. А. Мамошина, академика архитектуры, классика Петербургской архитектурной школы. 
В 5 корпусах переменной высотности (9-13 этажей) предлагается богатый выбор планировок и метражей: от студий до многокомнатных видовых апартаментов.",48.0,7.0,True,2.72,24.7,,0.0,True,,False,False,,True,True,True,True,0
447,8197160,202000,ЖК «Образцовый квартал 17»,1,4,,"Малоэтажный жилой комплекс Образцовый квартал 17 создан для тех, кто хочет жить среди природы и при этом быть недалеко от жизни большого города. Кирпично-монолитный жилой комплекс состоит из четырех жилых этажей и оснащен современными технологиями:
 
~ Газовые котельные. Благодаря ним в домах своя горячая вода, к которой есть беспрерывный доступ.

~ Система отопления Теплый пол. В квартирах под выровненной машинной стяжкой проложена система водяных теплых полов. Вы можете настраивать индивидуальную температуру воздуха в каждом жилом помещении с помощью удобных терморегуляторов.

~ Бесшумные лифты, поднимающиеся с нулевого этажа на любой этаж, включая первый.

~ Проведена отделка мест общего пользования, а счетчики электроэнергии и воды выведены на лестничные клетки.

~ В квартирах стоят двухкамерные теплопакеты с клапанами микропроветривания.

Мы не только продумываем внутридомовое пространство, но и с вниманием относимся к благоустройству вокруг наших домов. На стадии строительства всех наших ЖК проводится качественное озеленение придомовой территории, за которым следят опытные агрономы. В наших дворах стоят детские и спортивные площадки, а светлые и просторные входные группы оснащены панорамным остеклением. Образцовый квартал 17 находится в центре быстрорастущего района с развивающейся инфраструктурой. Рядом уже построены и действуют три детских сада, одна школа, в ближайшем будущем будут построены: вторая школа, детская и взрослая поликлиника . Также запланировано строительство железнодорожной станции. Близко располагается Бизнес-парк Garage: двухэтажное коммерческое здание с пристроенным четырехуровневым паркингом",14.0,20.0,True,2.87,40.58,16.3,1.0,False,False,False,False,1.0,False,False,False,False,4
448,8220408,205100,ЖК «Образцовый квартал 15»,1,4,,"Малоэтажный жилой комплекс Образцовый квартал 15 создан для тех, кто хочет жить среди природы и при этом быть недалеко от жизни большого города. Кирпично-монолитный жилой комплекс состоит из четырех жилых этажей и оснащен современными технологиями:

~ Газовые котельные. Благодаря ним в домах своя горячая вода, к которой есть беспрерывный доступ.

~ Система отопления Теплый пол. В квартирах под выровненной машинной стяжкой проложена система водяных теплых полов. Вы можете настраивать индивидуальную температуру воздуха в каждом жилом помещении с помощью удобных терморегуляторов.

~ Бесшумные лифты, поднимающиеся с нулевого этажа на любой этаж, включая первый.

~ Проведена отделка мест общего пользования, а счетчики электроэнергии и воды выведены на лестничные клетки.

~ В квартирах стоят двухкамерные теплопакеты с клапанами микропроветривания.

Мы не только продумываем внутридомовое пространство, но и с вниманием относимся к благоустройству вокруг наших домов. На стадии строительства всех наших ЖК проводится качественное озеленение придомовой территории, за которым следят опытные агрономы. В наших дворах стоят детские и спортивные площадки, а светлые и просторные входные группы оснащены панорамным остеклением. Образцовый квартал 15 находится в центре быстрорастущего района с развивающейся инфраструктурой. Рядом уже построены и действуют три детских сада, одна школа, в ближайшем будущем будут построены: вторая школа, детская и взрослая поликлиника . Также запланировано строительство железнодорожной станции. Близко располагается Бизнес-парк Garage: двухэтажное коммерческое здание с пристроенным четырехуровневым паркингом",0.0,17.0,True,2.87,40.08,14.4,1.0,False,False,False,False,1.0,False,False,False,False,4
449,8249850,202500,ЖК «Образцовый квартал 16»,1,4,,"Малоэтажный жилой комплекс Образцовый квартал 16 создан для тех, кто хочет жить среди природы и при этом быть недалеко от жизни большого города. Кирпично-монолитный жилой комплекс состоит из четырех жилых этажей и оснащен современными технологиями:
 
~ Газовые котельные. Благодаря ним в домах своя горячая вода, к которой есть беспрерывный доступ.

~ Система отопления Теплый пол. В квартирах под выровненной машинной стяжкой проложена система водяных теплых полов. Вы можете настраивать индивидуальную температуру воздуха в каждом жилом помещении с помощью удобных терморегуляторов.

~ Бесшумные лифты, поднимающиеся с нулевого этажа на любой этаж, включая первый.

~ Проведена отделка мест общего пользования, а счетчики электроэнергии и воды выведены на лестничные клетки.

~ В квартирах стоят двухкамерные теплопакеты с клапанами микропроветривания.

Мы не только продумываем внутридомовое пространство, но и с вниманием относимся к благоустройству вокруг наших домов. На стадии строительства всех наших ЖК проводится качественное озеленение придомовой территории, за которым следят опытные агрономы. В наших дворах стоят детские и спортивные площадки, а светлые и просторные входные группы оснащены панорамным остеклением. Образцовый квартал 16 находится в центре быстрорастущего района с развивающейся инфраструктурой. Рядом уже построены и действуют три детских сада, одна школа, в ближайшем будущем будут построены: вторая школа, детская и взрослая поликлиника . Также запланировано строительство железнодорожной станции. Близко располагается Бизнес-парк Garage: двухэтажное коммерческое здание с пристроенным четырехуровневым паркингом",2.0,20.0,False,2.87,40.74,15.8,1.0,False,False,False,False,1.0,False,False,False,False,4
450,8215425,202500,ЖК «Образцовый квартал 16»,1,4,,"Малоэтажный жилой комплекс Образцовый квартал 16 создан для тех, кто хочет жить среди природы и при этом быть недалеко от жизни большого города. Кирпично-монолитный жилой комплекс состоит из четырех жилых этажей и оснащен современными технологиями:
 
~ Газовые котельные. Благодаря ним в домах своя горячая вода, к которой есть беспрерывный доступ.

~ Система отопления Теплый пол. В квартирах под выровненной машинной стяжкой проложена система водяных теплых полов. Вы можете настраивать индивидуальную температуру воздуха в каждом жилом помещении с помощью удобных терморегуляторов.

~ Бесшумные лифты, поднимающиеся с нулевого этажа на любой этаж, включая первый.

~ Проведена отделка мест общего пользования, а счетчики электроэнергии и воды выведены на лестничные клетки.

~ В квартирах стоят двухкамерные теплопакеты с клапанами микропроветривания.

Мы не только продумываем внутридомовое пространство, но и с вниманием относимся к благоустройству вокруг наших домов. На стадии строительства всех наших ЖК проводится качественное озеленение придомовой территории, за которым следят опытные агрономы. В наших дворах стоят детские и спортивные площадки, а светлые и просторные входные группы оснащены панорамным остеклением. Образцовый квартал 16 находится в центре быстрорастущего района с развивающейся инфраструктурой. Рядом уже построены и действуют три детских сада, одна школа, в ближайшем будущем будут построены: вторая школа, детская и взрослая поликлиника . Также запланировано строительство железнодорожной станции. Близко располагается Бизнес-парк Garage: двухэтажное коммерческое здание с пристроенным четырехуровневым паркингом",1.0,20.0,True,2.87,40.57,13.9,1.0,False,False,False,False,1.0,False,False,False,False,0
451,8232440,297200,ЖК «Дубровский»,2,4,Бизнес,"""Дубровский"" — это малоэтажный квартал бизнес-класса, расположенный в самом сердце одного из красивейших городов России — города Пушкин (город в составе Пушкинского района города федерального значения Санкт-Петербурга и его внутригородское муниципальное образование). Уютный малоэтажный проект пропитан духом поэзии и красоты, что отображается в каждой детали архитектурных и ландшафтных решений.

Квартал ""Дубровский"" станет центром для тех, кто ценит стиль и качество жизни.",49.0,24.0,True,,27.7,14.3,0.0,False,,False,True,16.0,True,False,True,False,4
452,8200000,200000,ЖК «Аэросити 5»,10,12,Комфорт,"Продаётся 2-комнатная квартира в сданном доме (Старорусский пр-т, 3к2 (Дом 1)), срок сдачи: II-кв. 2025, общей площадью 41 кв.м., на 10 этаже.  

ЖК AEROCITY 5 - жилой комплекс на юге Санкт-Петербурга в 15 минутах от метро Звёздная и Купчино, в составе нового жилого квартала Аэросити.

Срок сдачи 1кв. 2025

 ""Аэросити"" - это новый район города, проект комплексной застройки территории на юге Петербурга, который реализует Лидер Групп. Здесь построены не только современные жилые дома, но и объекты социальной, инженерной и транспортной инфраструктуры. На первом этапе построены 2 школы и 2 детских сада с бассейнами. 

Скоростной трамвай, остановки которого будут расположены вдоль всего квартала, довезёт Вас до метро за 15 минут, каждые 5 минут и без пробок. 

 ""Аэросити"" - просторный жилой квартал, где в разы меньше плотность заселения и значительно больше парковочных мест, по сравнению с ближайшими соседями - территорией исторического района Шушары. Новый квартал из современных 10-12-этажных зданий начинается западнее Старорусского проспекта, который отделяет его от района ранней высокоэтажной застройки. 

До ближайших станций метро ""Купчино"" или ""Звездная"" можно доехать за 15-20 минут.

AEROCITY 5 - монолитный 12-ти этажный жилой комплекс комфорт-класса. Облик здания разработан ведущим архитектурным бюро ""Студия 44"". Здание имеет Г-образную форму - большое преимущество в плане интересных планировок и ориентации помещений относительно сторон света. Жилая часть проекта начинается со 2-го этажа. На первом этаже разместится вся необходимая вам коммерция. Все выходы из парадных ориентированы во двор с детской игровой площадкой и мини стадионом с уличными тренажерами. Зоны активностей предусматривают безопасное мягкое покрытие. Пешеходные дорожки вымощены тротуарной плиткой и удобны для передвижения пожилых людей и мам с колясками. На подземном уровне здания предусмотрен охраняемый паркинг на 100 машино-мест, в который можно спуститься на лифте из любой секции.

Спокойствие и безопасность жителей AEROCITY 5 будут обеспечивать служба охраны. Во дворе, холлах первого этажа и лифтах предусмотрено круглосуточное видеонаблюдение. Для владельцев автомобилей в доме запроектирован подземный паркинг, куда можно спуститься прямо на лифте.        
   
Предложение от застройщика. Без посредников. 100% чистота сделки. 

Ипотека от ведущих банков. Сбор документов и одобрение ипотеки. Полное профессиональное сопровождение сделки.

ЖК AEROCITY 5 это:
-	городская прописка,
-       высота потолков до 2,73 м 
-	благоприятная экология
-	светлые квартиры с увеличенными окнами
-	рациональные планировочные решения, включая современные европланировки
-	подземный паркинг",58.0,11.0,False,2.72,41.0,,2.0,True,,False,False,2.0,True,False,False,False,3
453,8159395,282332,ЖК «Клюква.Парк»,7,12,,"Продаётся студия в строящемся доме (Корпус 1), срок сдачи: IV-кв. 2028, общей площадью 28.9 кв.м., на 7 этаже. Жилой комплекс ""Клюква.Парк"" - это новое пространство для энергичных людей, желающих обрести комфортное место для жизни, реализации и творчества. 
Современная архитектура и качественные детские площадки, благоустроенные зоны для отдыха и развитая инфраструктура - всё это обеспечит высокий уровень удобства проживания. 
Комплекс строится в Пушкинском районе вблизи исторических пригородов Петербурга и крупных городских магистралей. Социально значимые объекты - школа, детский сад, поликлиника - находятся в шаговой доступности.",1.0,10.0,False,2.72,28.9,,0.0,False,False,False,False,20.0,False,False,False,False,4
454,8181000,202000,ЖК «Образцовый квартал 6.4»,1,4,,"Малоэтажный жилой комплекс Образцовый квартал 6.4. создан для тех, кто хочет жить среди природы и при этом быть недалеко от жизни большого города. Кирпично-монолитный жилой комплекс состоит из четырех жилых этажей и оснащен современными технологиями:
 
~ Газовые котельные. Благодаря ним в домах своя горячая вода, к которой есть беспрерывный доступ.

~ Система отопления Теплый пол. В квартирах под выровненной машинной стяжкой проложена система водяных теплых полов. Вы можете настраивать индивидуальную температуру воздуха в каждом жилом помещении с помощью удобных терморегуляторов.

~ Бесшумные лифты, поднимающиеся с нулевого этажа на любой этаж, включая первый.

~ Проведена отделка мест общего пользования, а счетчики электроэнергии и воды выведены на лестничные клетки.

~ В квартирах стоят двухкамерные теплопакеты с клапанами микропроветривания.

Мы не только продумываем внутридомовое пространство, но и с вниманием относимся к благоустройству вокруг наших домов. На стадии строительства всех наших ЖК проводится качественное озеленение придомовой территории, за которым следят опытные агрономы. В наших дворах стоят детские и спортивные площадки, а светлые и просторные входные группы оснащены панорамным остеклением. Образцовый квартал 6.4. находится в центре быстрорастущего района с развивающейся инфраструктурой. Рядом уже построены и действуют три детских сада, одна школа, в ближайшем будущем будут построены: вторая школа, детская и взрослая поликлиника . Также запланировано строительство железнодорожной станции. Близко располагается Бизнес-парк Garage: двухэтажное коммерческое здание с пристроенным четырехуровневым паркингом",3.0,20.0,False,2.87,40.5,16.7,1.0,False,False,False,False,1.0,False,False,False,False,4
455,8241750,202500,ЖК «Образцовый квартал 16»,1,4,,"Малоэтажный жилой комплекс Образцовый квартал 16 создан для тех, кто хочет жить среди природы и при этом быть недалеко от жизни большого города. Кирпично-монолитный жилой комплекс состоит из четырех жилых этажей и оснащен современными технологиями:
 
~ Газовые котельные. Благодаря ним в домах своя горячая вода, к которой есть беспрерывный доступ.

~ Система отопления Теплый пол. В квартирах под выровненной машинной стяжкой проложена система водяных теплых полов. Вы можете настраивать индивидуальную температуру воздуха в каждом жилом помещении с помощью удобных терморегуляторов.

~ Бесшумные лифты, поднимающиеся с нулевого этажа на любой этаж, включая первый.

~ Проведена отделка мест общего пользования, а счетчики электроэнергии и воды выведены на лестничные клетки.

~ В квартирах стоят двухкамерные теплопакеты с клапанами микропроветривания.

Мы не только продумываем внутридомовое пространство, но и с вниманием относимся к благоустройству вокруг наших домов. На стадии строительства всех наших ЖК проводится качественное озеленение придомовой территории, за которым следят опытные агрономы. В наших дворах стоят детские и спортивные площадки, а светлые и просторные входные группы оснащены панорамным остеклением. Образцовый квартал 16 находится в центре быстрорастущего района с развивающейся инфраструктурой. Рядом уже построены и действуют три детских сада, одна школа, в ближайшем будущем будут построены: вторая школа, детская и взрослая поликлиника . Также запланировано строительство железнодорожной станции. Близко располагается Бизнес-парк Garage: двухэтажное коммерческое здание с пристроенным четырехуровневым паркингом",2.0,20.0,True,2.87,40.7,11.8,1.0,False,False,False,False,1.0,False,False,False,False,4
456,8157998,192270,ЖК «Образцовый квартал 14»,1,4,,"Малоэтажный жилой комплекс Образцовый квартал 14 создан для тех, кто хочет жить среди природы и при этом быть недалеко от жизни большого города. Кирпично-монолитный жилой комплекс состоит из четырех жилых этажей и оснащен современными технологиями:
 
~ Газовые котельные. Благодаря ним в домах своя горячая вода, к которой есть беспрерывный доступ.

~ Система отопления Теплый пол. В квартирах под выровненной машинной стяжкой проложена система водяных теплых полов. Вы можете настраивать индивидуальную температуру воздуха в каждом жилом помещении с помощью удобных терморегуляторов.

~ Бесшумные лифты, поднимающиеся с нулевого этажа на любой этаж, включая первый.

~ Проведена отделка мест общего пользования, а счетчики электроэнергии и воды выведены на лестничные клетки.

~ В квартирах стоят двухкамерные теплопакеты с клапанами микропроветривания.

Мы не только продумываем внутридомовое пространство, но и с вниманием относимся к благоустройству вокруг наших домов. На стадии строительства всех наших ЖК проводится качественное озеленение придомовой территории, за которым следят опытные агрономы. В наших дворах стоят детские и спортивные площадки, а светлые и просторные входные группы оснащены панорамным остеклением. Образцовый квартал 14 находится в центре быстрорастущего района с развивающейся инфраструктурой. Рядом уже построены и действуют три детских сада, одна школа, в ближайшем будущем будут построены: вторая школа, детская и взрослая поликлиника . Также запланировано строительство железнодорожной станции. Близко располагается Бизнес-парк Garage: двухэтажное коммерческое здание с пристроенным четырехуровневым паркингом.",65.0,20.0,True,2.87,42.43,15.2,1.0,False,False,False,False,1.0,False,False,False,False,4
457,8196000,185682,ЖК «Город-спутник Южный»,6,10,Комфорт,"Сдача дома в 2027 г. Покупка в рассрочку и ипотеку возможна только при наличии первоначального взноса от 20%.

Квартира 107 в корпусе  от застройщика в ЖК ""Город-спутник Южный"" 

Санкт-Петербург. Городская прописка. Престижный Пушкинский район

Ипотека от 3,5%. Рассрочка от 20 т.р./мес. Акции и скидки

Качественные монолитные дома 
Среднеэтажные дома до 10 этажей с интересной архитектурой
Высокие потолки от 2.7 до 3.0 метров и красивая чистовая отделка
В парадных удобные кладовые, велосипедные и колясочные 
Предусмотрены современные детские площадки и парковочные зоны

Удобное расположение и транспортная доступность
12 мин. на автомобиле до КАД
35 мин. на электричке до Балтийского вокзала
35 мин. на автомобиле до центра Санкт-Петербурга
Электричка и автобусная остановка в 5 мин. пешком 
Обустроенный выезд на Киевское шоссе с собственной развязкой

В шаговой доступности будут построены 
37 детских садов и 14 общеобразовательных школ
26 объектов дополнительного образования
Современная больница на 1 250 койко-мест и 8 отдельных поликлиник
8 физкультурно-оздоровительных центров и собственный дом культуры
Парки, скверы и оборудованные места для прогулок и отдыха
5 пунктов полиции с аварийно-спасательными бригадами

Гарантии надежности застройщика
Уставной капитал застройщика составляет 1,3 млрд рублей
Земельный банк на 2 000 га в собственности застройщика
Крупным инвестором проекта является ООО ""Сбербанк Инвестиции""
Реализуется с проектным финансированием ПАО Сбербанк
Приоритетный инвестиционный проект. Утвержден Правительством РФ
Стратегический проект Санкт-Петербурга. Постановление  438  

Локомотивом развития нового района станет университет ИТМО Хайпарк - инновационный научно-образовательный центр мирового уровня, который станет точкой притяжения для ученых, предпринимателей и инвесторов со всей России

г. Санкт-Петербург, Пушкинский район, г. Пушкин, тер. Лесное, уч. 2 - эт. 6  107",854.0,28.0,False,2.7,44.14,,1.0,False,True,False,False,4.0,False,True,False,False,3
